,return,S&P500_return,sentiment
2000-02-04,-0.3652007689942685,-0.04350443759752838,1.0
2000-02-11,-0.523913005810865,-1.8905506422043483,0.0
2000-02-18,-0.03636519456136107,-2.7490902781221767,1.0
2000-02-25,0.11241696570838022,-1.3345818513867878,0.0
2000-03-03,0.14008271187222385,1.7406568758494774,0.0
2000-03-10,0.9727395690497864,-0.427024845230197,2.0
2000-03-17,1.1367429233063526,0.3590164865326431,0.0
2000-03-24,1.287341766573021,0.00034742174239388296,1.0
2000-03-31,1.2987023608342563,0.628748469649811,2.0
2000-04-07,0.5419372485227907,0.878564351203491,0.0
2000-04-14,0.6948949927914202,-5.345480145400702,1.0
2000-04-21,0.5807895037317495,0.43328369088090807,1.0
2000-04-28,0.636261883503063,-0.7674736846593823,0.0
2000-05-05,0.7198243338063257,1.4369304502716531,0.0
2000-05-12,0.6350219492172934,0.820695531359189,0.0
2000-05-19,0.21470518813152453,-1.8983049414768327,0.0
2000-05-26,0.42563818736484177,-0.23162428803666618,2.0
2000-06-02,0.3129027801254562,1.7231925625158298,2.0
2000-06-09,0.24648342601581583,-0.29367655184467023,1.0
2000-06-16,0.44978903244908697,-0.8683521589498547,0.0
2000-06-23,0.9049644344690924,-0.6636956077499833,0.0
2000-06-30,0.8558816170546824,0.7435220416196755,1.0
2000-07-07,0.9320507561113718,1.340740195571913,0.0
2000-07-14,0.6297529623281901,0.8305810481214677,1.0
2000-07-21,0.11182920571005782,-0.9252543440670747,1.0
2000-07-28,0.10497332221349988,-1.8487331444373487,2.0
2000-08-04,-0.07839058330832223,0.6265245546780126,0.0
2000-08-11,0.12369367573905508,0.6969420783147787,0.0
2000-08-18,0.24330796858270232,-0.264986725603679,0.0
2000-08-25,0.5163231593917286,-0.11578751219213394,0.0
2000-09-01,0.6021844389935707,0.17480674432010954,0.0
2000-09-08,0.5261045944365708,-0.48138309340508423,2.0
2000-09-15,0.6737747714640682,-0.9150075119965972,0.0
2000-09-22,0.6356619846250797,-0.026313931757379797,0.0
2000-09-29,0.8425665937982759,-1.3441754808523334,2.0
2000-10-06,0.8881109284748502,-1.711905893225802,0.0
2000-10-13,0.8547516994840515,2.913874749391423,0.0
2000-10-20,1.1121996582582523,0.5155467846872924,1.0
2000-10-27,0.9182093641100477,0.9752182917787593,2.0
2000-11-03,0.7752071454770605,-0.1075936941207589,0.0
2000-11-10,0.35734149447360875,-2.2024800838911,1.0
2000-11-17,-0.23778597424709658,-0.3046256177850661,0.0
2000-11-24,-0.2767138828797637,1.289706844415204,2.0
2000-12-01,-0.28135499275216536,0.01287919665416699,2.0
2000-12-08,0.32748188635373754,1.720400139487941,0.0
2000-12-15,0.679165595081348,-1.9353781061732187,0.0
2000-12-22,1.2536223233408006,2.1364998689967476,2.0
2000-12-29,1.5003305444646704,-0.9400175359508397,1.0
2001-01-05,1.2891118873865108,-2.370785850317737,1.0
2001-01-12,1.0778326501557471,-0.562039403908404,0.0
2001-01-19,0.7566121835391634,-0.36498368622776034,1.0
2001-01-26,0.30525171227489123,-0.1739105128275309,0.0
2001-02-02,0.3782646906065388,-1.573641530649074,2.0
2001-02-09,0.6107208583579669,-1.199878346907882,1.0
2001-02-16,0.5307571220452092,-1.7032765475998244,0.0
2001-02-23,0.2787787112065722,-0.5014422954549548,0.0
2001-03-02,0.12109202266611455,-0.5125628553388056,2.0
2001-03-09,-0.21179644945645817,-2.2358787710414574,0.0
2001-03-16,-0.110319219409888,-1.768448249816939,0.0
2001-03-23,-0.006696739228250021,1.7469386270030494,1.0
2001-03-30,0.1356326762044435,0.9478014729722335,1.0
2001-04-06,0.21975057630868183,-1.8010623543785766,0.0
2001-04-13,0.16102431514890864,1.3270324307540096,0.0
2001-04-20,0.018598489002779228,-0.7689710440479789,0.0
2001-04-27,-0.025681938136744163,1.3187606162280283,2.0
2001-05-04,-0.17075926913872763,1.2688554951008137,1.0
2001-05-11,-0.29409484016590026,-0.6823602823273913,2.0
2001-05-18,-0.6224731522705818,0.23309813792078107,1.0
2001-05-25,-0.6365293406819121,-1.0630289424429846,2.0
2001-06-01,-0.6819815450976286,0.3367141271665217,0.0
2001-06-08,-0.7052527299450346,-0.8456500961653797,0.0
2001-06-15,-0.46958012114547976,-0.408622981486853,1.0
2001-06-22,-0.05032472975528173,-0.850381799573532,0.0
2001-06-29,0.12250613232824112,-0.138135661474113,1.0
2001-07-06,0.2655241029287987,-2.120547268595276,2.0
2001-07-13,0.2920215625216911,0.5471943128101625,0.0
2001-07-20,-0.07430387481439653,-0.31177336738334266,0.0
2001-07-27,-0.2717122377640825,0.20731603410048857,0.0
2001-08-03,-0.4331892296747978,-0.47348162175589975,1.0
2001-08-10,-0.47809312045334007,0.49820608213714135,2.0
2001-08-17,-0.5252226086535563,-1.5002779179586394,1.0
2001-08-24,-0.46249952520586074,1.7247230134578837,1.0
2001-08-31,-0.4661004611362751,0.35158099103034546,1.0
2001-09-07,-0.6757261963046779,-1.678963656582153,2.0
2001-09-14,-0.09286800508083408,0.5458613843572349,1.0
2001-09-21,0.41038492559218553,-1.7149661566502103,1.0
2001-09-28,1.9246733243029626,1.9222657081951766,2.0
2001-10-05,2.0367137425846082,0.13931138208813182,2.0
2001-10-12,1.8816862943240789,-0.4756430171225867,0.0
2001-10-19,1.6398268865097003,0.3982765247789257,0.0
2001-10-26,0.03337646240362065,0.35856238495347514,2.0
2001-11-02,-0.15624918224851977,0.24785762055333682,0.0
2001-11-09,-0.012111859383849864,0.13454897132012794,1.0
2001-11-16,1.0103158682495486,-0.2859753201742109,2.0
2001-11-23,1.5468144556089696,1.028827436372896,0.0
2001-11-30,1.9028057766985969,-0.06456711963501846,0.0
2001-12-07,1.9373290483409629,-0.6783109999333808,0.0
2001-12-14,1.369445328537527,0.28817626431301213,0.0
2001-12-21,0.918351764227154,0.3800211113316325,1.0
2001-12-28,0.5586179153004576,0.29238418316790526,2.0
2002-01-04,0.7425127039397725,0.5447298490178804,1.0
2002-01-11,0.9198693073539647,-0.8519840905175066,0.0
2002-01-18,1.036401821853351,-0.8927681143693603,0.0
2002-01-25,1.0156556306507891,0.0826550317067523,1.0
2002-02-01,0.7412384318133085,-0.6377300637807829,1.0
2002-02-08,0.3084923193148648,1.3055130330659432,2.0
2002-02-15,0.6466718393156673,-0.9911363932912809,2.0
2002-02-22,0.6523718586733038,0.7222839242822808,1.0
2002-03-01,0.7548740923731643,1.984225893747464,1.0
2002-03-08,0.7777612082133849,0.5125099949968538,1.0
2002-03-15,0.041714025663170236,1.000057700135957,0.0
2002-03-22,-0.053481697166983554,-0.3837998778042127,1.0
2002-03-29,-0.28457866130060044,0.21199293896760846,1.0
2002-04-05,0.06795763101861922,-0.29151872234166304,1.0
2002-04-12,0.404705392228025,0.5817700938177373,1.0
2002-04-19,0.5718885048637595,0.04928908135887739,1.0
2002-04-26,0.5119887613181752,-1.2498110807785823,1.0
2002-05-03,0.18458359057997017,-0.9233246132785166,1.0
2002-05-10,-0.32049834478376055,-1.5121110011237884,1.0
2002-05-17,-0.4470170651477107,0.6682879828594968,1.0
2002-05-24,-0.34486389274025225,-1.0873909893059088,1.0
2002-05-31,-0.2745847868594167,0.20083867800939814,0.0
2002-06-07,-0.21103344015831885,-0.14614152843859224,1.0
2002-06-14,-0.25906759114729855,-0.20798961636969232,1.0
2002-06-21,-0.28327847437247505,-1.5346220648816844,1.0
2002-06-28,-0.25501316389148654,-0.07969320376915795,1.0
2002-07-05,-0.5769982413049046,3.2015521030455334,1.0
2002-07-12,-0.5411830413993108,-0.5813203476801571,2.0
2002-07-19,-0.7835273824206738,-3.483614825810866,1.0
2002-07-26,-0.6264975080228924,1.4827710367463032,1.0
2002-08-02,-0.5046717954968212,-2.0826757344206244,1.0
2002-08-09,-0.4666916788618584,0.30569834243093547,1.0
2002-08-16,-0.3770104647230609,-0.14764132099553898,1.0
2002-08-23,-0.576201934690505,-2.0466306616146697,1.0
2002-08-30,-0.6209957769865595,-0.17382785541139567,2.0
2002-09-06,-0.5633786831480825,1.4754737606181834,1.0
2002-09-13,-0.558337694669786,0.2842327845515101,1.0
2002-09-20,-0.4820290826406087,0.21194793191358,1.0
2002-09-27,-0.4559385116891122,-2.921949655451872,1.0
2002-10-04,-0.7055858431495008,-2.0234257088924883,1.0
2002-10-11,-0.8967521011319576,3.40106438114833,1.0
2002-10-18,-0.9895228859162809,0.5173253458925994,2.0
2002-10-25,-0.6192031828921427,1.507554580905114,2.0
2002-11-01,-0.4228869406327437,1.5069646275262258,1.0
2002-11-08,-0.2335956100985214,-0.7887384570072387,1.0
2002-11-15,-0.10098351963526118,0.5390259231833101,1.0
2002-11-22,-0.05570698113933354,-0.31227834701443163,1.0
2002-11-29,-0.10667414907181963,-0.24885302200839196,1.0
2002-12-06,-0.17696406553293867,0.5493570413882021,1.0
2002-12-13,-0.1916199436988179,-1.2075731104035963,1.0
2002-12-20,-0.22011152319002797,1.143966299202416,1.0
2002-12-27,-0.02562541722458085,-1.4429169948657874,1.0
2003-01-03,0.1568882315099148,-0.04910833397751098,1.0
2003-01-10,0.3572919753645493,-0.006055785123841754,1.0
2003-01-17,0.3315736261866522,-1.2613154806199813,1.0
2003-01-24,0.2274547813749964,-2.644351619525784,1.0
2003-01-31,0.06819762927355434,1.1539429821308682,1.0
2003-02-07,-0.18052188384615706,-0.9081828308579892,1.0
2003-02-14,-0.18987260873571568,1.8798472172554315,2.0
2003-02-21,-0.22152435576913565,1.162182824015507,1.0
2003-02-28,-0.14976063128339337,0.40401121305136106,1.0
2003-03-07,-0.26933268083269885,0.7253816113046518,1.0
2003-03-14,-0.254356432548243,0.14026546654886365,1.0
2003-03-21,0.8066049233047755,2.0139940596920476,1.0
2003-03-28,1.537402391727303,-0.5215224622964311,1.0
2003-04-04,1.847494424613868,0.23710885123372075,1.0
2003-04-11,1.8947030323743828,-0.3413343739283736,1.0
2003-04-18,1.2768624013233894,1.364815406398977,1.0
2003-04-25,0.7290099533163862,-1.2459280571626934,1.0
2003-05-02,0.17862754305388445,1.321289757905313,1.0
2003-05-09,-0.08909048631850303,1.254648484276503,1.0
2003-05-16,0.002255474417148888,-0.22895571210349255,1.0
2003-05-23,-0.06139168770998837,0.12267223341793201,1.0
2003-05-30,-0.20871303261259688,1.2907112809050385,1.0
2003-06-06,-0.02967106774238518,-0.22005914976487903,1.0
2003-06-13,-0.21995430649533396,-0.8921147932299159,0.0
2003-06-20,-0.3054214593728449,0.08240272936236985,1.0
2003-06-27,-0.21477800690908605,-0.8762483795053428,1.0
2003-07-04,-0.2219436622685922,-0.7293249611550731,1.0
2003-07-11,-0.21535590960945208,0.8389493606340023,1.0
2003-07-18,-0.33952358599269417,1.037602235935263,0.0
2003-07-25,-0.3441220062770242,1.5279230088539568,1.0
2003-08-01,-0.5254976759375717,-0.9230691397071347,1.0
2003-08-08,-0.19308449893479193,0.3101468552903428,1.0
2003-08-15,-0.13848407233177074,0.008304730333119311,1.0
2003-08-22,-0.2621629307015128,-0.9156443799216165,1.0
2003-08-29,-0.22349629472140223,0.4511979489645827,1.0
2003-09-05,-0.2846526259748351,-0.5770781430309634,1.0
2003-09-12,-0.28495969446155067,0.1870825843102577,0.0
2003-09-19,-0.26460350818604783,-0.28705593727018336,0.0
2003-09-26,-0.21016258607725502,-0.5769167149476059,1.0
2003-10-03,-0.4352549230763521,0.8276251430716454,1.0
2003-10-10,-0.3614313384999258,-0.06342494125836244,1.0
2003-10-17,-0.11801650889016327,-0.9210949580539225,1.0
2003-10-24,0.18037275013943216,-0.4250912440582375,1.0
2003-10-31,0.08346043489517133,0.3135818738880449,1.0
2003-11-07,0.17391768681148814,-0.4137731108216548,1.0
2003-11-14,-0.00266379251267227,-0.6858227209591918,1.0
2003-11-21,-0.18320601138143552,0.13406096852079313,1.0
2003-11-28,0.15220449758371338,-0.02706151902192738,1.0
2003-12-05,-0.03597941802938738,-0.6920035191954331,1.0
2003-12-12,0.07800944424079541,0.23684257431004405,1.0
2003-12-19,-0.12760486024086934,-0.0485217069310194,1.0
2003-12-26,-0.3472253445667599,0.1441832329103291,1.0
2004-01-02,-0.3459125970051928,-0.28159439312980056,1.0
2004-01-09,-0.08813488463383812,-0.7999063313886047,1.0
2004-01-16,-0.19160156957595065,0.6029727007703917,1.0
2004-01-23,-0.13570692202302811,-0.19202715708320586,1.0
2004-01-30,-0.2072574241677412,-0.2400183252756368,1.0
2004-02-06,-0.3570168767702542,1.1034757609907242,1.0
2004-02-13,-0.26231471091431763,-0.49363878479854456,1.0
2004-02-20,-0.39594509329990635,-0.23504899020218406,1.0
2004-02-27,-0.43766200019681983,-0.003732962801690228,1.0
2004-03-05,-0.4485527225483349,0.14703915131892756,1.0
2004-03-12,-0.44137177296188806,1.0950413157095293,0.0
2004-03-19,-0.12939217574382297,-1.005209868918592,1.0
2004-03-26,-0.06819683660375406,-0.09668446542970431,1.0
2004-04-02,-0.09024439960666356,0.7478906896460817,1.0
2004-04-09,0.11584740268778872,-0.100452268093757,1.0
2004-04-16,-0.017281532691048408,0.4473157064004216,1.0
2004-04-23,-0.02252931742852255,0.046188074756814364,1.0
2004-04-30,-0.10914794195397082,-0.5337053618156147,1.0
2004-05-07,-0.16538856301730215,-1.2350273249408878,1.0
2004-05-14,-0.20375195997751977,-0.06609079952776262,1.0
2004-05-21,-0.05862486245535269,0.35001516720947157,1.0
2004-05-28,0.15778830734759156,-0.0536498274702395,1.0
2004-06-04,0.6875265279326815,0.45938362179168535,1.0
2004-06-11,0.6428176886719661,0.39703905889294544,1.0
2004-06-18,0.5125101898642118,0.22693264245820782,1.0
2004-06-25,0.3695786575490932,-0.49228339188035225,1.0
2004-07-02,0.05315405141919493,-0.28690547020106166,1.0
2004-07-09,0.035716186749736756,0.29010610650772933,0.0
2004-07-16,0.2469252232606236,-0.43293281502649134,1.0
2004-07-23,0.24667239005409694,-0.8728796661974415,1.0
2004-07-30,-0.031093047266807113,0.09811880265720131,1.0
2004-08-06,-0.19112838785338537,-1.3934205548969094,2.0
2004-08-13,-0.2744797594004968,0.12516050898713946,1.0
2004-08-20,-0.24399229791307436,0.572262997405164,1.0
2004-08-27,-0.109762148580299,0.20933972895312922,1.0
2004-09-03,0.06893566639812923,-0.378975914004529,1.0
2004-09-10,0.08551182665997652,0.433351106360586,1.0
2004-09-17,0.3224151421614938,0.39275339527362213,1.0
2004-09-24,0.3896415506307083,0.1342357488822695,0.0
2004-10-01,0.1832038546883964,1.3337176718800392,1.0
2004-10-08,0.003899055540218722,-0.6778840738355676,1.0
2004-10-15,-0.33421982532870687,0.38879802523880946,1.0
2004-10-22,-0.4760486956040091,-0.8742084901714933,1.0
2004-10-29,-0.31037044567457317,0.21136599356081054,1.0
2004-11-05,0.014733840669506105,0.33774494252440324,1.0
2004-11-12,0.2608541605627992,0.800344740538476,1.0
2004-11-19,0.6838334671771518,-1.004148346995818,1.0
2004-11-26,0.7261353766248735,0.06088969506990059,1.0
2004-12-03,0.8370211623674908,0.05668082326086952,1.0
2004-12-10,1.0084128833289512,-0.09882249556461271,2.0
2004-12-17,1.1458272444929853,-0.6744487798719848,1.0
2004-12-24,1.3649399397083342,0.03510833504365869,1.0
2004-12-31,1.329955645928932,-0.12557560405290788,1.0
2005-01-07,1.0082051532673457,-0.13341173652122204,1.0
2005-01-14,0.8695395922077834,0.5262944103560172,1.0
2005-01-21,0.12152339948698757,-0.5783215732025514,2.0
2005-01-28,-0.08300274542791025,-0.24789967490343093,1.0
2005-02-04,-0.15899792106407817,0.9705491323802584,0.0
2005-02-11,-0.3582847172791532,0.6076724740486518,1.0
2005-02-18,-0.37409756479783296,0.05612755488141296,1.0
2005-02-25,-0.3550690284352188,0.8177123797894627,1.0
2005-03-04,-0.5105478662797998,0.8456863352885903,1.0
2005-03-11,-0.5673861988057756,-0.6829551604675074,1.0
2005-03-18,-0.6484837373096516,-0.047899889556653176,1.0
2005-03-25,-0.7563410126056354,-0.09027589482294476,1.0
2005-04-01,-0.5012216137932579,-0.5856490201105383,1.0
2005-04-08,-0.23121154954210793,-0.7512365802664814,0.0
2005-04-15,-0.09017744279857837,-1.5054727273745112,1.0
2005-04-22,0.10604287569153005,-0.6083475097322292,1.0
2005-04-29,0.008774027484737068,1.0478624806934989,1.0
2005-05-06,-0.16392000916994737,-0.1031767379502342,1.0
2005-05-13,-0.22583534394677596,-0.41426645937645695,1.0
2005-05-20,-0.24955860101924038,-0.14053623544545502,1.0
2005-05-27,-0.3634757237525401,0.08003534005381954,1.0
2005-06-03,-0.24775805567361375,-0.6188120896887748,1.0
2005-06-10,-0.03677930625947433,-0.2151149539429335,1.0
2005-06-17,0.11273061150915724,0.433450060263792,1.0
2005-06-24,0.20642088032515485,-0.6870296890459463,1.0
2005-07-01,0.20685545270225297,0.2257781006990991,1.0
2005-07-08,0.11818054809320887,1.0264697229751552,0.0
2005-07-15,-0.13237680451255834,0.09684053033249457,1.0
2005-07-22,-0.26217284743907204,0.4738486414166868,1.0
2005-07-29,-0.41386115686557906,-0.6907707841591713,1.0
2005-08-05,-0.5994889488897184,-0.68789325431428,1.0
2005-08-12,-0.5109910680021854,-0.5407116123476663,1.0
2005-08-19,-0.2934654744941178,0.044258972336864724,1.0
2005-08-26,-0.2004278030973339,-0.5408943052528403,1.0
2005-09-02,0.009408196919340495,-0.26630442562322876,1.0
2005-09-09,-0.014076973105414323,0.6993920298224987,1.0
2005-09-16,-0.15092247899487835,0.7282378222156541,1.0
2005-09-23,0.13099505277669682,0.0429852900916609,1.0
2005-09-30,0.0955050478459569,0.07575531073148949,1.0
2005-10-07,0.058691808028218787,0.32246734800445637,1.0
2005-10-14,0.08969428326555379,0.7261316119498411,1.0
2005-10-21,-0.3437018098330519,0.12897985716612376,1.0
2005-10-28,-0.3940547557695072,1.453525509196434,1.0
2005-11-04,-0.3640420076214473,0.008526709774600533,1.0
2005-11-11,-0.301149764556679,0.2651503369232898,1.0
2005-11-18,-0.2579305601001038,0.3844672307267877,1.0
2005-11-25,-0.29463420492156434,0.1792422270106285,1.0
2005-12-02,-0.4209620628485513,0.02276196206600566,1.0
2005-12-09,-0.5298830867479521,0.2435480364296538,1.0
2005-12-16,-0.363023769761226,-0.25969656055946333,1.0
2005-12-23,-0.24762639034757356,0.031804968190842366,1.0
2005-12-30,-0.2379941042610544,-0.44166597001050456,1.0
2006-01-06,-0.07892667159222679,0.825870297524053,1.0
2006-01-13,-0.263832177183882,0.10104810386223202,1.0
2006-01-20,-0.45469856185558866,-1.6508147833955389,1.0
2006-01-27,-0.4270909471841428,0.6816803739879205,1.0
2006-02-03,-0.5527444655138306,-0.48384385074195846,1.0
2006-02-10,-0.47228682900140734,0.2195208837324655,1.0
2006-02-17,-0.5073720053557303,-0.15376696017420974,1.0
2006-02-24,-0.41446757553662444,0.10711730048757305,1.0
2006-03-03,-0.28628867599775176,-0.13790570358796178,1.0
2006-03-10,-0.24201956283907572,0.6339824049160965,1.0
2006-03-17,-0.15062413384371068,0.1246481117677749,1.0
2006-03-24,-0.1496602693474938,0.0813380978120688,1.0
2006-03-31,-0.28783406457773425,-0.3747554372321418,0.0
2006-04-07,-0.46369732975560546,-0.9306255162590261,1.0
2006-04-14,-0.5988359057334792,0.06295103891590975,1.0
2006-04-21,-0.7339670005222765,-0.01825689061512699,2.0
2006-04-28,-0.8062703096019491,0.05435132633870798,1.0
2006-05-05,-0.5829242216976909,0.9047586404767126,1.0
2006-05-12,-0.3089189764823363,-1.0113204983358153,1.0
2006-05-19,-0.20727378448840605,0.3610525072588948,1.0
2006-05-26,-0.1436343244528284,0.5010791839462774,1.0
2006-06-02,-0.23528477376055368,0.16737480758596884,1.0
2006-06-09,-0.43948580680114885,-0.4049363223756359,0.0
2006-06-16,-0.40540865077674093,-0.3337081410187808,0.0
2006-06-23,-0.48254972916227695,-0.084617900709349,0.0
2006-06-30,-0.5948703970084597,-0.19278279516600888,1.0
2006-07-07,-0.6575020408960683,-0.6083203215493076,1.0
2006-07-14,-0.8415125528698939,-0.4423420042953626,1.0
2006-07-21,-0.7442355546241718,-0.6375961431158523,1.0
2006-07-28,-0.7082601039091923,1.06800898109822,1.0
2006-08-04,-0.6004903530922072,-0.06928640067230837,1.0
2006-08-11,-0.5383081363695641,-0.36125789920082646,1.0
2006-08-18,-0.5832146312737938,0.3236783974870221,1.0
2006-08-25,-0.5697603782775987,-0.07263943693366977,1.0
2006-09-01,-0.6145893768007038,0.48297617975438784,1.0
2006-09-08,-0.6590723730578772,0.3300323357738949,1.0
2006-09-15,-0.6429040509213606,0.22199360463200626,1.0
2006-09-22,-0.4812464411928737,-0.22559440655429996,0.0
2006-09-29,-0.3968485452612355,-0.2075274371090457,1.0
2006-10-06,-0.17284878548891824,-0.2449132635148569,1.0
2006-10-13,-0.1919261064340085,0.1758059469435085,1.0
2006-10-20,-0.28938716282066035,0.10056660756401174,1.0
2006-10-27,-0.2501552600681468,-0.7607988290913936,1.0
2006-11-03,-0.25163271423919054,-0.20397379622873282,1.0
2006-11-10,-0.1575566199464556,0.15959892164012013,1.0
2006-11-17,-0.09782809662671851,0.08537339755977225,1.0
2006-11-24,-0.23147231608870916,-0.33171482137584973,1.0
2006-12-01,-0.43408782931274204,-0.2552814994727975,1.0
2006-12-08,-0.5491286071028845,0.1549226922636572,1.0
2006-12-15,-0.7595555668175853,0.09369640846742215,0.0
2006-12-22,-0.7088661250930651,-0.48005687097929006,1.0
2006-12-29,-0.7744685027708991,-0.4082839976871864,1.0
2007-01-05,-0.5248643902727139,-0.5487712497393636,1.0
2007-01-12,-0.1444427977965972,0.4244611900496441,1.0
2007-01-19,0.012322648929758585,0.2510472890695989,2.0
2007-01-26,0.26039763192868404,-0.11353410447183183,2.0
2007-02-02,0.44300515133126245,0.14449326204862434,1.0
2007-02-09,0.31501553352105227,-0.6376244160461776,1.0
2007-02-16,0.3535909490179427,-0.08361148586686111,1.0
2007-02-23,0.14767623821705733,-0.3235163898970562,1.0
2007-03-02,-0.28413532067071207,-1.0258545548958347,1.0
2007-03-09,-0.4093041181044775,0.05418035325814782,1.0
2007-03-16,-0.7399615113607219,-0.34713597874320956,1.0
2007-03-23,-0.8587011621417661,0.09120806771112087,1.0
2007-03-30,-0.6845796808645962,-0.110512988653922,1.0
2007-04-06,-0.6773138429073046,0.264744401223442,1.0
2007-04-13,-0.6326639436693149,0.3035699603940075,1.0
2007-04-20,-0.5148546734452587,0.8136493781674774,2.0
2007-04-27,-0.541782815155718,-0.016771517614614213,1.0
2007-05-04,-0.6284436438471332,0.1849153219385866,1.0
2007-05-11,-0.6734053233896548,0.8471939095103702,1.0
2007-05-18,-0.6874549817602384,0.5798370858028048,1.0
2007-05-25,-0.669362142166754,0.477498900494737,0.0
2007-06-01,-0.6556909909777447,0.3256347517870995,1.0
2007-06-08,-0.6079851999081076,0.9993351432405505,1.0
2007-06-15,-0.5081180796779283,0.5724414296709245,1.0
2007-06-22,-0.6098441162707512,-1.160256126425862,1.0
2007-06-29,-0.6445714839605835,-0.1455401205773905,2.0
2007-07-06,-0.6885071392937903,0.2872631168744316,1.0
2007-07-13,-0.8722043663289794,0.2693056883203858,0.0
2007-07-20,-0.8094684049168869,-1.0994736625888717,1.0
2007-08-03,-0.6516333955299973,-2.402171455117078,1.0
2007-08-10,-0.3169281955085537,0.027598737807861172,0.0
2007-08-17,-0.3275890078037237,2.1520806831560715,1.0
2007-08-24,-0.3268328301358932,1.013810230474865,1.0
2007-08-31,-0.43715454370157697,0.985824670915969,1.0
2007-09-07,-0.8185385974309761,-1.5224727010181607,1.0
2007-09-14,-0.8267630282666302,0.011922392316567474,0.0
2007-09-21,-0.9377618995761424,0.402856074585263,1.0
2007-09-28,-0.9173461943626349,-0.2753163277671418,1.0
2007-10-05,-0.7863721134413136,0.8400414104576084,1.0
2007-10-12,-0.6034839062787434,0.41570506564688475,1.0
2007-10-19,-0.48450039767622993,-2.3135611632053323,1.0
2007-10-26,-0.44209710651185397,1.211615269427638,1.0
2007-11-02,-0.20469697197167072,0.0652508403094707,1.0
2007-11-09,-0.10106220909794184,-1.285671436622503,1.0
2007-11-16,-0.03225140968709929,0.45783004903520275,1.0
2007-11-23,0.07462100844007315,1.4833629609924812,1.0
2007-11-30,-0.036374140203088046,0.6822290799136792,1.0
2007-12-07,-0.18587627076442115,-0.16429559156230533,1.0
2007-12-14,-0.1152623642008684,-1.2369022692218798,1.0
2007-12-21,-0.19141974300201517,1.4640662391233388,1.0
2007-12-28,-0.33610320213444994,0.127564376265385,1.0
2008-01-04,-0.3299153522371578,-2.21651521042734,1.0
2008-01-11,-0.3053676962886918,-1.2232995132446152,0.0
